2	54	46	22	83	61	35	92	60	36	-122	30	2	66	42	21	76	44	23	
7	74	48	25	85	64	37	94	62	38	59	43	18	79	57	32	89	57	32	
12	95	49	26	86	65	38	95	63	38	89	47	23	83	62	36	93	61	35	
18	93	49	26	87	65	38	95	63	38	89	48	24	85	63	37	94	62	36	
23	93	50	26	87	66	39	95	63	39	89	49	25	86	64	38	95	63	37	
28	97	50	27	87	66	39	96	63	39	90	50	25	86	65	39	95	63	38	
34	98	50	26	87	66	39	95	63	39	91	50	25	86	65	39	95	63	38	
39	94	50	26	87	66	39	95	63	39	91	50	25	86	65	39	95	63	38	
46	96	50	27	87	66	39	95	63	39	91	50	26	86	65	39	95	63	38	
51	100	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	63	38	
57	93	49	26	87	66	39	95	63	39	91	50	26	86	65	39	96	63	38	
62	95	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	63	38	
67	99	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	63	38	
73	98	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	63	38	
78	92	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	63	38	
84	96	50	26	87	66	39	96	63	39	91	50	26	86	65	39	96	63	38	
90	101	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	63	38	
96	96	49	26	87	66	39	95	63	39	92	50	26	86	65	39	96	63	38	
101	95	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	63	38	
107	98	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	63	38	
112	98	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	63	38	
118	93	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	63	38	
123	94	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	63	38	
130	98	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	63	38	
135	95	49	26	87	66	39	95	63	39	91	50	26	86	65	39	96	63	38	
141	93	50	26	87	66	39	96	63	39	91	50	26	86	65	39	96	63	38	
146	97	51	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
152	95	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
157	95	50	26	87	65	39	95	63	39	91	50	26	86	65	39	96	64	38	
163	96	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
169	98	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
175	95	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
181	95	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
186	98	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
192	97	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
197	96	50	26	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
203	94	50	26	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
208	98	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
215	95	49	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
220	92	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
226	96	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
231	99	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
237	93	49	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
242	94	50	26	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
248	101	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
254	97	49	26	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
260	95	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
266	96	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
271	98	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
277	91	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
282	92	50	26	87	66	39	95	63	39	90	50	26	86	65	39	96	64	38	
288	98	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
293	95	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
300	96	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
305	94	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
311	98	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
316	95	49	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
322	93	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
328	97	51	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
333	95	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
339	93	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
345	96	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
351	98	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
356	94	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
362	93	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
367	100	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
373	97	50	27	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
378	94	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
385	95	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
390	99	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
396	93	50	26	87	66	38	95	63	39	91	50	26	86	65	39	96	64	38	
402	94	50	27	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
407	100	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
413	97	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
418	93	50	26	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
424	96	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
430	99	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
436	95	49	26	87	65	38	95	63	39	92	50	26	86	65	39	96	64	38	
441	94	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
447	99	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
452	97	50	27	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
458	95	49	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
463	96	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
470	99	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
475	96	49	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
481	94	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
487	98	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
492	97	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
498	91	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
503	95	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
509	98	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
515	95	49	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
521	92	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
526	97	51	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
532	97	50	26	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
537	94	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
543	95	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
548	100	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
555	95	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
561	95	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
566	98	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
572	97	50	27	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
577	92	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
583	97	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
588	101	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
594	95	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
600	95	50	26	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
606	100	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
611	97	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
617	93	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
623	94	50	26	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
628	99	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
634	95	49	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
640	95	50	26	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
646	99	51	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
651	98	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
657	94	49	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
662	94	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
668	100	50	27	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
673	95	50	27	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
679	95	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
686	98	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
691	96	50	26	87	66	39	96	63	39	92	50	26	86	65	39	96	64	38	
697	93	50	26	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
702	93	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
708	97	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
713	95	50	26	87	65	39	95	63	39	91	50	26	86	65	39	96	64	38	
719	94	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
724	97	50	27	87	66	39	96	64	39	91	50	26	86	65	39	96	64	38	
731	97	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
736	95	50	26	87	66	39	95	63	39	91	50	26	86	65	39	96	64	38	
742	98	50	27	87	66	39	96	63	39	91	50	26	86	65	39	96	64	38	
748	101	50	27	87	66	39	96	64	39	92	50	26	86	65	39	96	64	38	
753	98	50	26	87	66	39	95	63	39	92	50	26	86	65	39	96	64	38	
